State,High school graduation,Median household income,Violent crime
AK,,69192,322.06
AK,,74088,317.35
AK,0.718,71094,840.06
AK,0.73,76362,823.16
AK,0.408,41722,
AK,0.442,42876,
AK,,47498,
AK,,47930,
AK,0.676,63979,
AK,0.663,67204,
AK,,49890,541.11
AK,,55295,413.84
AK,0.72,76967,460.03
AK,0.7,83642,425.5
AK,0.73,60431,
AK,0.79,61629,
AK,0.675,61296,370.89
AK,0.77,62619,351.61
AK,0.78,61498,
AK,0.8,64782,
AK,,44657,
AK,,43936,
AK,0.7,68109,
AK,0.72,72371,
AK,0.593,47022,
AK,0.605,46471,
AK,0.575,69138,921.62
AK,0.575,74174,813.43
AK,0.475,52945,
AK,0.525,54600,
AK,,44721,
AK,,48175,
AK,0.846,61771,249.87
AK,0.826,66038,226.11
AK,,48137,
AK,,49138,
AK,0.643,56456,
AK,0.508,54922,
AK,,65098,459.06
AK,0.872,63541,343.61
AK,0.457,32860,
AK,0.439,31274,
AK,0.826,53745,381.38
AK,,54624,266.39
AK,0.509,33998,
AK,0.526,35114,
AL,0.8,51441,302.91
AL,0.81,51868,253.64
AL,0.74,48867,213.3
AL,0.74,47539,220.67
AL,0.606,30287,154.33
AL,0.697,30981,146.89
AL,0.73,37392,254.24
AL,0.8,39781,235.95
AL,0.81,44225,164.46
AL,0.851,44392,219.03
AL,0.725,25854,333.96
AL,0.725,25937,283.35
AL,0.72,30605,452.92
AL,0.66,31041,483.04
AL,0.787,39212,553.33
AL,0.818,37898,504.52
AL,0.8,32320,575.7
AL,0.759,33883,553.46
AL,0.72,37868,335.88
AL,0.74,37478,374.37
AL,0.73,39621,692.29
AL,0.76,41348,407.4
AL,0.775,33390,111.71
AL,0.775,33581,110.94
AL,0.779,34606,491.47
AL,0.734,34593,464.12
AL,0.825,34579,287.42
AL,0.775,33344,313.03
AL,0.92,38235,284.18
AL,0.89,40407,224.33
AL,0.848,45631,343.89
AL,0.85,44666,363.9
AL,0.756,39771,364.67
AL,0.78,40032,372.9
AL,0.775,27110,603.53
AL,0.825,27196,612.84
AL,0.475,32960,269.81
AL,0.775,35175,290.92
AL,0.77,34017,311.85
AL,0.805,35187,242.18
AL,0.875,33648,357.87
AL,0.925,34105,441.53
AL,0.769,37938,181.25
AL,0.83,40142,201.19
AL,0.766,40125,417.94
AL,0.767,41805,395.76
AL,0.71,27400,794.32
AL,0.723,27524,781.84
AL,0.86,37644,169.35
AL,0.838,36713,243.43
AL,0.744,52324,142.74
AL,0.745,51650,178.73
AL,0.765,33588,537.7
AL,0.77,33455,564.87
AL,0.75,35737,434.65
AL,0.765,38587,497.87
AL,0.825,35720,138.94
AL,0.775,35661,173.68
AL,0.854,33173,275.89
AL,0.86,33332,380.02
AL,0.766,33347,352.5
AL,0.83,35378,320.11
AL,0.675,24592,1111.29
AL,0.625,25864,1113.41
AL,0.67,31025,415.06
AL,0.71,33597,169.64
AL,0.72,37108,311.42
AL,0.7,41590,318.2
AL,0.711,40609,534.04
AL,0.87,39636,442.19
AL,0.795,39618,241.54
AL,0.83,37204,273.55
AL,0.727,43967,697.53
AL,0.744,45024,717.4
AL,0.725,33940,53.22
AL,0.675,36475,49.74
AL,0.814,41536,159.34
AL,0.846,43586,179.56
AL,0.79,38524,227.97
AL,0.86,40713,194.21
AL,0.869,43182,237.24
AL,0.841,44647,218.24
AL,0.82,49616,108.75
AL,0.862,50148,123.57
AL,0.625,28544,510.46
AL,0.675,29734,554.47
AL,0.86,27709,513.87
AL,0.83,29228,625.45
AL,0.738,57072,496.54
AL,0.793,58258,542.89
AL,0.869,31888,449.4
AL,0.858,33749,402.99
AL,0.729,32237,189.87
AL,0.752,34162,225.98
AL,0.824,36960,263.69
AL,0.849,38399,227.86
AL,0.64,39546,654.28
AL,0.683,42278,597.08
AL,0.79,36221,541.12
AL,0.76,32696,540.43
AL,0.66,41430,380.0
AL,0.64,44013,367.5
AL,0.707,44766,224.36
AL,0.758,44079,232.78
AL,0.875,25215,463.62
AL,0.925,25461,
AL,0.75,31433,236.9
AL,0.81,32314,225.53
AL,0.7,32411,410.17
AL,0.624,35944,440.39
AL,0.798,35024,303.21
AL,0.769,35121,307.52
AL,0.646,34310,461.94
AL,0.657,35762,457.74
AL,0.86,67244,158.07
AL,0.89,68718,176.94
AL,0.763,50989,183.47
AL,0.771,52437,183.49
AL,0.8,24059,322.68
AL,0.73,24504,437.39
AL,0.744,34785,325.32
AL,0.781,38505,301.66
AL,0.77,36463,457.79
AL,0.785,37747,423.05
AL,0.668,41495,432.4
AL,0.729,45959,432.3
AL,0.763,36600,202.04
AL,0.793,37193,297.12
AL,0.85,39173,265.12
AL,0.85,41115,290.54
AL,0.72,22126,212.15
AL,0.775,23184,215.54
AL,0.875,32663,156.02
AL,0.859,33578,217.65
AR,0.839,37907,324.38
AR,0.825,38497,411.23
AR,0.847,39276,284.9
AR,0.821,36479,275.73
AR,0.801,35315,107.1
AR,0.849,36082,99.97
AR,0.86,52717,257.23
AR,0.849,56518,270.49
AR,0.808,35848,284.67
AR,0.818,38410,293.24
AR,0.838,31940,239.51
AR,0.903,31733,263.93
AR,0.825,36216,83.38
AR,,37497,132.93
AR,0.758,34096,250.55
AR,0.723,34109,240.58
AR,0.768,26911,653.54
AR,0.834,28006,494.63
AR,0.849,34482,378.98
AR,0.842,36517,390.69
AR,0.848,32642,115.86
AR,0.87,33488,87.11
AR,0.809,41337,217.28
AR,0.885,41612,221.41
AR,,41338,72.64
AR,,42414,68.84
AR,0.858,35024,438.82
AR,0.879,36927,323.92
AR,0.847,35832,265.75
AR,0.849,38145,262.26
AR,0.827,42437,382.3
AR,0.87,41608,368.58
AR,0.881,39367,374.7
AR,0.889,39384,354.34
AR,0.729,36588,1723.72
AR,0.802,37726,1764.48
AR,0.826,35839,387.67
AR,0.874,35438,331.33
AR,0.875,30984,303.73
AR,0.925,32591,364.81
AR,0.874,30298,883.71
AR,0.856,30241,830.79
AR,0.855,33682,449.02
AR,0.897,35249,421.94
AR,0.864,49843,296.92
AR,0.881,49936,299.61
AR,0.844,39763,285.23
AR,0.925,38874,304.57
AR,,31988,255.59
AR,0.954,33439,208.53
AR,0.796,39617,573.54
AR,0.839,39057,490.93
AR,0.794,47421,199.11
AR,0.787,47089,220.79
AR,0.828,38771,290.34
AR,0.871,40840,295.96
AR,0.837,32292,521.18
AR,0.823,33715,592.51
AR,0.826,41754,
AR,0.899,39927,
AR,0.906,33049,282.31
AR,0.926,32740,269.22
AR,0.884,37818,524.03
AR,0.908,37761,503.74
AR,,29663,51.84
AR,0.953,33308,104.97
AR,0.866,30604,461.01
AR,0.899,32923,411.14
AR,0.758,36346,1015.9
AR,0.781,36169,969.06
AR,0.855,34322,204.02
AR,0.892,33634,208.78
AR,,28857,126.1
AR,,30642,143.34
AR,0.917,29229,164.09
AR,0.886,34740,149.41
AR,0.825,26046,285.05
AR,0.725,27068,198.13
AR,0.825,36222,89.43
AR,0.875,36062,73.61
AR,0.794,35406,145.36
AR,0.9,36310,205.13
AR,0.846,33850,250.23
AR,0.916,34090,240.89
AR,0.784,51212,390.71
AR,0.876,55648,349.97
AR,0.875,33428,245.83
AR,0.925,36358,285.27
AR,0.879,31516,238.36
AR,0.936,34217,267.64
AR,0.789,38225,713.43
AR,0.853,40005,750.89
AR,0.753,34058,835.35
AR,0.785,34285,791.51
AR,,29032,202.77
AR,0.866,29870,345.42
AR,,32779,42.7
AR,,31763,24.55
AR,0.936,32107,213.44
AR,0.896,33341,232.36
AR,0.882,29316,167.89
AR,0.952,31824,101.66
AR,0.865,32749,364.08
AR,0.858,35006,345.59
AR,0.87,40119,264.87
AR,0.872,42328,238.75
AR,0.72,26013,1265.57
AR,0.753,25894,1134.73
AR,,33144,156.39
AR,0.873,35592,147.19
AR,0.762,32248,434.71
AR,0.793,34113,398.87
AR,0.944,31749,294.42
AR,0.943,31818,295.97
AR,0.855,40206,273.26
AR,0.835,39704,263.75
AR,,36191,99.65
AR,,38921,84.32
AR,0.661,44819,1128.82
AR,0.747,46526,1068.37
AR,0.959,33870,30.41
AR,0.895,33148,24.96
AR,0.844,57787,245.53
AR,0.857,54921,252.9
AR,0.825,30630,177.7
AR,0.864,32404,163.48
AR,0.864,26330,130.57
AR,0.937,27299,126.43
AR,0.758,38730,614.23
AR,0.792,41685,601.7
AR,0.869,32662,217.99
AR,0.905,33698,203.47
AR,0.9,30076,95.92
AR,0.876,31224,69.05
AR,0.742,32932,506.87
AR,0.758,29011,512.94
AR,0.925,28442,223.81
AR,0.925,27522,239.79
AR,0.832,40026,595.33
AR,0.844,38132,597.13
AR,0.89,35876,301.54
AR,0.894,35111,300.76
AR,0.84,41856,399.53
AR,0.856,43302,422.79
AR,0.852,40950,270.09
AR,0.87,43363,244.84
AR,,29184,86.09
AR,,29159,33.85
AR,0.844,38322,266.89
AR,0.877,34679,239.94
AZ,0.68,32886,87.7
AZ,0.638,30252,94.22
AZ,0.822,43017,603.29
AZ,0.829,45294,607.58
AZ,0.758,45509,378.06
AZ,0.747,48732,376.42
AZ,0.726,38267,409.39
AZ,0.694,39868,338.94
AZ,0.827,41080,1524.3
AZ,0.779,43497,879.14
AZ,0.867,53312,
AZ,0.902,54673,632.18
AZ,0.747,35236,344.55
AZ,0.694,33994,399.43
AZ,0.796,51442,394.32
AZ,0.783,52066,398.45
AZ,0.736,34966,209.88
AZ,0.757,38560,193.33
AZ,0.708,34662,369.48
AZ,0.777,37182,375.09
AZ,0.751,44745,434.21
AZ,0.728,43926,446.62
AZ,0.718,50362,228.8
AZ,0.728,49887,214.76
AZ,0.799,36660,157.53
AZ,0.792,35753,127.71
AZ,0.775,43397,331.39
AZ,0.78,40486,332.11
AZ,0.789,39072,372.21
AZ,0.746,40498,351.56
CA,0.807,70209,719.29
CA,0.805,72128,723.49
CA,0.85,51388,273.69
CA,0.92,52357,294.08
CA,0.852,40748,341.84
CA,0.864,42395,304.11
CA,0.926,50962,213.5
CA,0.936,52598,228.93
CA,0.844,49871,237.2
CA,0.859,48897,215.92
CA,0.834,74208,397.73
CA,0.843,78909,396.6
CA,0.85,37305,436.93
CA,0.9,38663,492.59
CA,0.92,68446,257.4
CA,0.944,63002,241.19
CA,0.802,41563,535.22
CA,0.826,43741,543.05
CA,0.877,41201,226.1
CA,0.87,42129,254.23
CA,0.862,39837,377.81
CA,0.888,40882,333.79
CA,0.852,38185,326.13
CA,0.848,40106,303.98
CA,0.79,45748,399.61
CA,0.779,45784,393.14
CA,0.82,45599,567.89
CA,0.823,46688,561.14
CA,0.778,45464,385.73
CA,0.815,45794,397.88
CA,0.835,35437,460.42
CA,0.906,36973,512.28
CA,0.778,47480,318.86
CA,0.858,50487,353.33
CA,0.753,52929,510.19
CA,0.789,54443,473.9
CA,0.832,42054,470.55
CA,0.864,41223,521.35
CA,0.946,88654,209.7
CA,0.931,94347,202.7
CA,0.925,43166,255.82
CA,0.925,45251,295.95
CA,0.804,41088,567.74
CA,0.842,42001,501.36
CA,0.875,42552,590.95
CA,0.917,41003,603.68
CA,0.908,36724,241.15
CA,,37055,440.0
CA,0.76,53067,380.26
CA,0.824,55107,353.38
CA,0.752,56038,491.47
CA,0.824,55411,464.31
CA,0.859,65698,411.93
CA,0.88,68619,383.63
CA,0.902,54230,293.25
CA,0.887,55246,275.64
CA,0.899,71866,229.73
CA,0.91,73827,221.06
CA,0.915,69521,217.82
CA,0.915,73643,203.41
CA,,46450,552.97
CA,0.875,47645,533.25
CA,0.821,52416,314.54
CA,0.839,53909,305.53
CA,0.792,52617,586.95
CA,0.824,52980,558.64
CA,0.867,60577,395.06
CA,0.884,66780,373.11
CA,0.797,50603,451.22
CA,0.827,52112,430.5
CA,0.836,60235,383.46
CA,0.855,61365,367.03
CA,0.82,72093,712.15
CA,0.82,76933,702.66
CA,0.79,50431,812.49
CA,0.821,51219,839.22
CA,0.915,58427,258.52
CA,0.917,57743,281.91
CA,0.874,81568,252.54
CA,0.878,91061,235.49
CA,0.856,60683,429.06
CA,0.878,60803,400.51
CA,0.833,91195,266.35
CA,0.865,91843,262.14
CA,0.864,65799,474.09
CA,0.896,65282,443.37
CA,0.876,44477,750.69
CA,0.898,41236,756.97
CA,,45157,379.95
CA,,46449,424.43
CA,0.884,36597,353.25
CA,0.903,37108,293.53
CA,0.769,61976,467.94
CA,0.807,63398,445.65
CA,0.834,59855,381.79
CA,0.849,61020,366.28
CA,0.796,46324,507.82
CA,0.821,47808,515.37
CA,0.851,46524,358.38
CA,0.875,47903,356.16
CA,0.807,38577,582.16
CA,0.857,43459,558.21
CA,0.907,35162,213.5
CA,0.94,35708,214.02
CA,0.814,40197,470.0
CA,0.839,39657,452.73
CA,0.899,46624,230.62
CA,0.904,50774,198.99
CA,0.858,71043,222.88
CA,0.868,76513,205.02
CA,0.868,51040,270.85
CA,0.895,55011,269.25
CA,0.809,41599,396.28
CA,0.808,41824,401.08
CO,0.644,55695,411.51
CO,0.664,54876,415.7
CO,0.787,37731,338.67
CO,0.748,37484,365.87
CO,0.71,60525,342.01
CO,0.729,61092,322.72
CO,0.825,46127,245.12
CO,0.775,44417,216.57
CO,0.447,37775,262.81
CO,0.505,35787,121.85
CO,,33540,111.83
CO,,34440,162.19
CO,0.839,66894,215.63
CO,0.866,71405,192.79
CO,,81040,70.7
CO,,79117,61.44
CO,0.875,44651,86.74
CO,0.846,48012,75.77
CO,,51093,0.0
CO,,50379,35.68
CO,0.925,65359,369.17
CO,0.925,63489,319.09
CO,0.917,31970,
CO,0.916,34923,35.69
CO,,26075,
CO,,28233,161.59
CO,,30460,43.98
CO,,31477,102.49
CO,,46744,213.47
CO,,47268,194.6
CO,0.82,41208,217.78
CO,0.84,41730,153.53
CO,0.53,50455,583.49
CO,0.536,51156,598.21
CO,,39254,48.62
CO,,42416,64.02
CO,0.84,98426,127.52
CO,0.87,105192,114.32
CO,0.77,69870,123.88
CO,0.75,78517,143.79
CO,0.795,55312,441.69
CO,0.809,57072,412.67
CO,0.868,81528,48.63
CO,0.873,80972,48.11
CO,0.751,40809,262.79
CO,0.72,41412,230.23
CO,0.689,54088,
CO,0.746,57364,146.6
CO,,61447,327.61
CO,,64962,296.61
CO,0.842,56191,273.34
CO,0.798,57312,257.14
CO,0.875,49861,246.65
CO,0.875,48391,251.42
CO,,31574,192.63
CO,,32418,312.92
CO,0.79,67401,237.63
CO,0.81,68161,227.83
CO,,42378,69.57
CO,,44059,154.72
CO,,39633,177.09
CO,0.725,55888,424.8
CO,0.777,58675,
CO,0.658,45504,272.24
CO,0.697,47547,273.83
CO,0.829,56132,235.66
CO,0.828,59337,222.7
CO,0.66,38713,154.77
CO,0.748,38547,136.58
CO,,38098,142.03
CO,,41510,151.63
CO,0.745,42740,224.6
CO,0.784,43561,208.01
CO,0.727,46940,292.46
CO,0.74,48108,297.54
CO,0.875,57023,205.88
CO,0.825,58890,161.57
CO,0.624,40351,254.16
CO,0.602,43655,238.01
CO,0.747,45226,190.8
CO,0.779,43946,165.8
CO,0.721,44577,102.51
CO,0.707,46332,93.33
CO,0.806,35026,295.68
CO,0.829,36811,269.15
CO,,61657,107.74
CO,,58137,56.59
CO,0.908,60731,80.01
CO,0.756,57510,106.11
CO,,46216,66.93
CO,,46805,37.26
CO,0.925,67057,159.45
CO,0.975,71012,138.64
CO,0.716,36580,102.68
CO,0.674,38830,118.28
CO,0.678,41209,560.2
CO,0.702,41352,530.33
CO,,57922,277.2
CO,,59364,162.37
CO,0.707,37837,235.56
CO,0.749,39834,178.23
CO,0.919,62271,230.09
CO,0.881,63763,207.85
CO,,30197,240.73
CO,,35310,241.47
CO,,53477,115.43
CO,,53674,102.5
CO,0.167,37633,189.91
CO,0.2,39980,207.6
CO,0.87,61286,131.86
CO,0.83,63236,127.4
CO,0.85,59558,156.7
CO,0.843,62725,165.29
CO,,43446,176.43
CO,,45572,199.34
CO,0.767,55332,282.39
CO,0.811,58404,289.83
CO,0.854,45059,66.82
CO,,45487,62.29
CT,0.864,79536,298.01
CT,0.882,81816,292.43
CT,0.772,63374,328.55
CT,0.797,63491,323.21
CT,0.871,67746,119.95
CT,0.896,70519,111.25
CT,0.911,74588,110.77
CT,0.938,75335,119.28
CT,0.795,59217,416.79
CT,0.814,58672,406.05
CT,0.855,65573,386.59
CT,0.857,62638,384.75
CT,0.876,75048,
CT,0.897,73660,
CT,0.792,54221,
CT,0.842,55948,
DC,0.592,66326,1259.42
DE,0.768,51695,603.91
DE,0.775,53811,573.72
DE,0.79,62086,643.4
DE,0.804,63033,615.8
DE,0.807,48684,532.76
DE,0.82,50207,489.61
FL,0.645,41297,702.21
FL,0.704,39614,625.64
FL,0.65,45721,206.2
FL,0.73,46505,204.57
FL,0.68,45259,549.44
FL,0.74,45249,517.59
FL,0.61,38680,413.81
FL,0.64,40668,398.35
FL,0.81,46332,616.96
FL,0.85,46677,572.6
FL,0.72,49564,505.05
FL,0.76,50343,484.95
FL,0.725,33418,111.6
FL,0.775,33977,117.12
FL,0.73,44454,264.74
FL,0.79,43611,242.56
FL,0.75,38937,342.59
FL,0.78,39285,325.84
FL,0.74,56359,439.85
FL,0.74,57991,412.38
FL,0.73,54475,320.31
FL,0.78,55584,293.66
FL,0.63,37091,560.23
FL,0.65,41722,614.03
FL,0.63,33602,717.68
FL,0.68,33198,556.03
FL,0.525,31913,481.01
FL,0.775,31649,401.78
FL,0.63,43835,719.14
FL,0.68,47876,645.58
FL,0.58,44539,806.36
FL,0.62,42742,772.53
FL,0.7,44460,288.96
FL,0.75,47872,273.51
FL,0.575,37868,813.93
FL,0.575,33471,848.35
FL,0.55,35854,860.82
FL,0.61,34348,688.94
FL,0.825,38016,196.08
FL,0.875,39854,218.86
FL,0.475,37004,304.68
FL,0.675,39003,307.09
FL,0.775,34940,392.9
FL,0.875,38880,370.82
FL,0.675,32232,491.63
FL,0.575,33836,414.14
FL,0.66,34012,312.53
FL,0.64,34884,308.7
FL,0.661,36515,637.47
FL,0.699,37085,629.04
FL,0.71,37093,347.65
FL,0.74,39280,329.41
FL,0.6,34722,286.1
FL,0.62,34054,287.29
FL,0.69,46534,468.89
FL,0.73,49510,394.33
FL,0.75,36272,298.12
FL,0.73,33220,287.04
FL,0.72,42638,327.7
FL,0.81,44326,319.06
FL,0.65,34978,487.2
FL,0.69,36332,462.94
FL,0.375,38244,845.81
FL,0.425,39494,787.33
FL,0.625,34054,216.06
FL,0.675,37120,219.13
FL,0.75,41579,396.44
FL,0.78,44244,362.79
FL,0.69,46396,383.18
FL,0.72,46605,359.19
FL,0.699,46014,752.68
FL,0.726,46975,717.16
FL,0.61,32815,494.9
FL,0.72,33193,356.5
FL,0.525,37726,136.55
FL,0.625,36561,142.46
FL,0.57,31469,811.07
FL,0.675,30391,776.43
FL,0.65,46999,694.65
FL,0.76,48066,629.33
FL,0.7,37287,535.94
FL,0.75,38783,505.69
FL,0.82,47120,287.5
FL,0.85,51159,263.43
FL,0.71,41311,753.62
FL,0.76,41840,708.83
FL,0.66,52152,508.19
FL,0.69,50380,488.61
FL,0.8,55367,343.11
FL,0.89,56987,205.09
FL,0.85,52381,363.21
FL,0.83,54265,426.29
FL,0.62,34742,560.04
FL,0.59,35954,516.4
FL,0.71,45565,793.46
FL,0.74,46675,729.69
FL,0.76,42743,598.47
FL,0.78,41592,568.84
FL,0.74,51217,550.49
FL,0.77,51768,502.88
FL,0.71,42695,339.39
FL,0.77,45454,325.37
FL,0.65,44819,676.14
FL,0.72,43773,604.61
FL,0.66,41337,426.6
FL,0.68,42447,389.0
FL,0.63,33593,960.99
FL,0.59,32852,820.31
FL,0.78,59854,157.81
FL,0.77,54876,158.35
FL,0.71,48239,387.38
FL,0.78,48717,360.49
FL,0.79,54901,379.8
FL,0.8,55195,354.74
FL,0.852,62112,315.96
FL,0.847,66312,308.35
FL,0.65,41934,418.26
FL,0.71,42825,400.68
FL,0.75,47017,223.37
FL,0.78,52670,189.6
FL,0.54,34434,490.77
FL,0.59,35666,419.93
FL,0.61,36257,806.5
FL,0.625,38370,689.56
FL,0.725,39486,275.34
FL,0.725,40841,277.3
FL,0.62,40114,534.68
FL,0.67,40908,494.43
FL,0.75,46773,321.83
FL,0.7,47430,288.09
FL,0.74,40239,398.51
FL,0.75,45357,385.33
FL,0.626,36560,179.26
FL,0.694,35671,229.42
GA,0.61,35757,211.08
GA,0.72,36915,186.02
GA,0.775,28693,424.28
GA,0.775,30883,424.28
GA,0.775,32460,
GA,0.725,33781,
GA,,30042,
GA,,37135,224.5
GA,0.68,35412,633.4
GA,0.63,35815,504.63
GA,0.77,43102,353.78
GA,0.825,42495,230.72
GA,0.64,49608,460.83
GA,0.68,54668,482.16
GA,0.68,46693,322.27
GA,0.707,46330,359.79
GA,0.65,29155,
GA,0.725,30090,498.26
GA,0.67,32955,282.36
GA,0.7,37903,263.26
GA,0.51,36198,566.33
GA,0.519,36816,544.86
GA,0.72,40922,299.68
GA,0.825,40369,234.08
GA,0.6,36303,279.45
GA,0.62,36758,221.12
GA,0.6,32176,856.4
GA,0.725,34367,677.81
GA,0.79,61561,155.02
GA,0.72,66066,155.55
GA,0.691,35078,370.54
GA,0.735,36484,249.28
GA,0.67,32324,857.64
GA,0.74,32675,857.64
GA,0.67,42815,266.13
GA,0.67,43330,254.99
GA,,28818,192.76
GA,,30727,359.82
GA,0.75,51638,411.42
GA,0.75,49098,386.19
GA,0.775,31703,181.85
GA,0.825,31427,181.85
GA,0.703,43636,572.92
GA,0.787,45493,430.93
GA,0.76,46600,176.21
GA,0.8,50847,195.42
GA,0.775,32626,163.99
GA,0.825,35165,147.11
GA,0.54,42694,442.66
GA,0.63,45254,395.82
GA,0.675,43020,157.69
GA,0.625,46893,77.29
GA,0.748,34976,180.89
GA,0.804,34440,163.38
GA,0.75,68800,94.58
GA,0.73,67686,99.92
GA,0.66,32720,369.83
GA,0.7,32864,365.14
GA,,26957,176.88
GA,,27102,201.06
GA,0.51,37594,546.44
GA,0.54,40606,549.59
GA,0.875,31347,380.1
GA,0.775,30094,486.97
GA,0.72,62596,271.9
GA,0.752,62866,263.66
GA,0.66,32646,357.0
GA,0.71,33615,341.24
GA,0.76,32692,
GA,0.77,33095,388.02
GA,0.76,69582,116.98
GA,0.74,72531,90.45
GA,0.78,32107,299.64
GA,0.76,32327,243.27
GA,0.75,61153,203.92
GA,0.792,61469,191.31
GA,0.425,42409,263.93
GA,0.575,43392,296.38
GA,0.59,29175,576.0
GA,0.63,30481,473.65
GA,0.7,40984,318.13
GA,0.825,43446,290.65
GA,0.74,54503,82.83
GA,0.8,52804,65.04
GA,0.596,49061,623.17
GA,0.575,49894,604.97
GA,0.71,30331,439.8
GA,0.72,34102,443.83
GA,0.69,32926,477.48
GA,0.69,33893,400.83
GA,0.575,30371,431.92
GA,0.575,31620,350.11
GA,0.54,31065,810.32
GA,0.57,31575,818.03
GA,0.71,51540,291.54
GA,0.72,51941,289.29
GA,0.725,30953,521.4
GA,0.675,32357,582.19
GA,,32664,147.57
GA,,34809,81.34
GA,0.8,62568,113.91
GA,0.79,61062,120.58
GA,0.7,33081,373.77
GA,0.68,34487,367.4
GA,0.76,28254,96.61
GA,0.67,30348,417.83
GA,0.675,31683,280.52
GA,0.725,32838,186.03
GA,0.82,35474,424.75
GA,0.925,35673,418.6
GA,0.78,78717,74.16
GA,0.86,81368,78.52
GA,0.724,38523,470.61
GA,0.78,39381,439.65
GA,0.86,87380,129.87
GA,0.88,87565,141.12
GA,0.75,35150,123.37
GA,0.82,40114,126.09
GA,0.638,55816,840.82
GA,0.643,55474,855.67
GA,0.82,39637,126.81
GA,0.8,39323,151.9
GA,,35637,22.42
GA,,37955,0.0
GA,0.69,43782,698.0
GA,0.74,43533,599.06
GA,0.81,41141,331.31
GA,0.852,42291,339.24
GA,0.73,32860,194.65
GA,0.81,35212,185.83
GA,0.525,43406,306.88
GA,0.625,42842,299.58
GA,0.682,56665,256.77
GA,0.713,59081,234.83
GA,0.68,41343,200.47
GA,0.76,40530,163.34
GA,0.701,49636,172.66
GA,0.727,46986,170.83
GA,0.825,25416,136.97
GA,0.875,26281,115.86
GA,0.673,39407,522.03
GA,0.715,39548,561.67
GA,0.78,63806,76.21
GA,0.86,60977,94.68
GA,0.72,36483,328.18
GA,0.775,40225,347.55
GA,0.775,39756,252.17
GA,0.725,40123,243.75
GA,0.72,57848,204.55
GA,0.76,60087,188.36
GA,0.73,54307,348.05
GA,0.76,52297,335.05
GA,0.575,32965,279.07
GA,0.675,35854,282.91
GA,0.778,50403,146.76
GA,0.832,52385,134.91
GA,0.775,41842,205.6
GA,0.775,42343,218.16
GA,0.775,32867,328.41
GA,0.775,34481,385.47
GA,0.74,29316,223.14
GA,0.67,29152,297.03
GA,0.675,29525,
GA,0.725,28445,
GA,0.775,28995,422.19
GA,0.675,29565,355.93
GA,0.72,51941,109.82
GA,0.7,51650,98.23
GA,0.67,38892,462.87
GA,0.775,40915,419.35
GA,0.625,33481,211.76
GA,0.775,35101,247.83
GA,0.664,34910,405.57
GA,0.707,33974,365.15
GA,0.66,63338,168.53
GA,0.73,63272,258.74
GA,0.67,41922,402.33
GA,0.73,40175,368.77
GA,0.775,36396,
GA,0.725,35683,377.55
GA,0.725,39176,
GA,0.725,41147,169.96
GA,0.616,36920,307.92
GA,0.675,37138,310.25
GA,0.81,44289,285.2
GA,0.75,42919,291.14
GA,0.625,28654,347.07
GA,0.525,28844,309.03
GA,0.77,40209,575.14
GA,0.74,43611,497.35
GA,0.725,33633,
GA,0.725,34680,
GA,0.77,36331,259.38
GA,0.74,37328,144.67
GA,0.775,37040,383.59
GA,0.825,36346,242.33
GA,0.7,35312,243.61
GA,0.825,34962,252.1
GA,0.825,32262,162.19
GA,0.625,32535,199.59
GA,0.677,30020,523.0
GA,0.775,32280,423.64
GA,0.78,50594,156.2
GA,0.8,54793,156.05
GA,0.725,33983,
GA,0.625,37128,
GA,0.86,46445,148.87
GA,0.83,48337,164.22
GA,0.66,35918,141.29
GA,0.79,40343,169.51
GA,0.68,43264,544.77
GA,0.68,40414,507.57
GA,0.64,48780,378.48
GA,0.76,50862,379.39
GA,0.92,75532,233.69
GA,0.9,72478,187.43
GA,0.725,42992,366.51
GA,0.675,44026,383.61
GA,0.76,59621,177.84
GA,0.75,60008,144.0
GA,0.6,39726,639.54
GA,0.65,42602,643.82
GA,0.81,50131,145.6
GA,0.9,53332,144.24
GA,0.84,38777,130.12
GA,0.85,36214,206.23
GA,0.85,51781,59.74
GA,0.87,52393,54.54
GA,0.6,37815,380.25
GA,0.65,38730,417.71
GA,0.725,35847,268.92
GA,0.675,37012,399.96
GA,0.63,40644,457.39
GA,0.725,42934,502.43
GA,,28675,875.45
GA,,29111,699.58
GA,0.925,37684,93.08
GA,0.875,38114,114.49
GA,0.625,28497,136.82
GA,0.475,28105,129.31
GA,0.55,36490,536.09
GA,0.59,36069,507.16
GA,0.66,50699,437.99
GA,0.72,50646,411.26
GA,0.775,39105,139.1
GA,0.825,38944,118.73
GA,0.82,33508,147.93
GA,0.825,35087,199.03
GA,0.725,31785,195.53
GA,0.725,34814,257.01
GA,0.59,35761,445.02
GA,0.64,39068,470.3
GA,0.82,34384,245.91
GA,0.86,36318,281.25
GA,,27009,297.97
GA,,28304,88.06
GA,0.63,32590,846.77
GA,0.6,32474,810.26
GA,0.475,30909,217.52
GA,,33168,189.82
GA,,27124,593.79
GA,,28917,476.46
GA,0.6,37818,154.11
GA,0.62,35983,123.59
GA,0.525,30266,146.34
GA,0.675,30538,181.0
GA,0.775,27655,253.35
GA,0.675,28334,191.6
GA,0.775,31095,466.68
GA,0.875,31826,440.17
GA,0.615,35909,273.71
GA,0.714,38914,301.73
GA,0.72,33716,698.11
GA,0.78,33902,644.84
GA,0.73,31820,490.78
