State,High school graduation,Median household income,Violent crime
NC,0.76,33159,503.22
NC,0.74,34761,461.07
NC,0.75,36584,137.39
NC,0.78,36840,139.59
NC,0.739,55392,581.33
NC,0.761,54657,558.93
NC,0.825,36210,
NC,0.825,38303,
NC,0.78,35272,214.63
NC,0.81,35613,209.18
NC,0.72,49670,225.03
NC,0.83,50169,218.66
NC,0.75,40937,576.65
NC,0.773,41575,566.75
NC,0.74,50890,469.11
NC,0.8,48651,426.54
NC,0.792,31217,274.39
NC,0.776,31732,262.44
NC,0.82,44263,282.56
NC,0.87,45213,243.65
NC,0.845,53026,180.74
NC,0.867,59472,162.89
NC,0.825,41004,205.5
NC,0.875,43517,186.01
NC,0.77,43935,405.49
NC,0.84,40094,371.92
NC,0.82,43318,318.37
NC,0.87,44949,267.89
NC,0.875,42494,107.16
NC,0.825,42504,132.68
NC,0.768,42546,348.37
NC,0.724,42091,307.22
NC,0.7,39343,
NC,0.73,40940,408.62
NC,0.875,41719,121.53
NC,0.9,43665,82.88
NC,0.832,41815,151.93
NC,0.842,40896,144.73
NC,0.74,30726,547.59
NC,0.74,32825,518.65
NC,0.79,29965,866.55
NC,0.83,30248,819.09
NC,0.72,37577,313.24
NC,0.76,40446,269.52
NC,0.77,40400,328.15
NC,0.81,41475,315.02
NC,0.707,34193,245.34
NC,0.746,35544,219.16
NC,0.741,37420,219.61
NC,0.76,35890,197.36
NC,0.66,31704,511.54
NC,0.76,32314,487.52
NC,0.792,42816,228.67
NC,0.823,42801,214.12
NC,0.81,42272,341.33
NC,0.86,44552,354.27
NC,0.809,36934,246.45
NC,0.848,36221,244.07
NC,0.743,36280,426.58
NC,0.809,34552,323.72
NC,0.78,40642,179.52
NC,0.82,40578,168.43
NC,,30728,146.62
NC,,32642,112.98
NC,0.891,61260,165.8
NC,0.902,63912,183.86
NC,0.68,34371,596.2
NC,0.68,35565,555.49
NC,0.814,64107,273.93
NC,0.815,65433,260.94
NC,0.8,33068,247.09
NC,0.825,33767,231.04
NC,0.825,32545,923.41
NC,0.825,31596,328.19
NC,0.87,38563,110.09
NC,0.84,38380,117.16
NC,0.75,38776,463.18
NC,0.8,41526,454.41
NC,0.81,35362,244.65
NC,0.87,35895,239.45
NC,0.69,37440,422.86
NC,0.73,40772,420.88
NC,0.83,40012,249.99
NC,0.82,40998,289.8
NC,0.775,36019,110.14
NC,0.82,35866,98.63
ND,,45829,57.53
ND,,44833,28.22
ND,0.837,50820,42.46
ND,0.959,52035,56.5
ND,,36435,29.78
ND,,42326,34.47
ND,,50756,0.0
ND,0.926,61279,25.57
ND,,56238,
ND,,60429,
ND,,53347,134.69
ND,,60416,127.64
ND,0.859,62104,235.29
ND,0.869,63503,259.4
ND,0.87,51995,269.19
ND,0.854,53077,284.31
ND,,56685,42.27
ND,,53577,16.55
ND,,50978,57.08
ND,,52414,56.69
ND,,53885,
ND,,63616,0.0
ND,,62424,
ND,,69914,236.53
ND,,42908,83.57
ND,,46875,55.21
ND,,42018,23.84
ND,,43438,20.64
ND,,49499,13.3
ND,,55172,11.26
ND,,48103,77.22
ND,0.883,44376,221.75
ND,0.874,49697,216.72
ND,,38524,0.0
ND,,45679,41.55
ND,,50570,68.43
ND,,48179,27.17
ND,,60171,92.48
ND,,40749,83.61
ND,,47390,54.2
ND,,55359,46.82
ND,,55388,53.7
ND,,48520,0.0
ND,,44266,49.98
ND,,49078,48.45
ND,,40068,109.41
ND,,40540,80.04
ND,0.927,67995,91.69
ND,,75699,209.93
ND,,52584,60.65
ND,,53604,65.81
ND,0.875,64477,101.23
ND,,70150,109.3
ND,0.801,54909,184.22
ND,0.812,59650,189.79
ND,0.766,59583,45.4
ND,,65546,110.75
ND,,46292,105.92
ND,,55915,106.02
ND,,48649,58.27
ND,,53983,62.33
ND,,43499,54.47
ND,,44585,15.08
ND,0.909,50457,279.64
ND,0.904,49299,226.95
ND,,51628,84.09
ND,,58578,72.58
ND,,61533,26.56
ND,0.865,55420,107.71
ND,0.87,54312,100.94
ND,0.642,36158,31.57
ND,0.654,34836,28.6
ND,,56119,50.98
ND,,58672,25.84
ND,,31337,0.0
ND,,34491,0.0
ND,0.836,63886,190.85
ND,0.931,69566,201.18
ND,0.814,46485,173.16
ND,0.816,50941,185.64
ND,,52033,0.0
ND,,55199,0.0
ND,,51218,42.31
ND,,57006,47.61
ND,0.855,47425,105.31
ND,0.83,48301,151.29
ND,0.837,56647,224.37
ND,0.886,56192,211.65
ND,,48422,95.09
ND,,54251,140.42
ND,0.786,79265,260.76
ND,0.817,84237,332.35
NE,0.854,46902,149.12
NE,0.87,52267,154.59
NE,,45135,25.98
NE,,48814,45.78
NE,,50722,
NE,0.899,50156,
NE,0.838,53635,204.9
NE,0.878,54120,184.88
NE,,37835,31.86
NE,,39838,47.43
NE,,38907,74.18
NE,,39861,42.3
NE,0.861,51959,152.43
NE,0.829,52333,132.49
NE,,46553,83.61
NE,,47749,84.38
NE,,49880,41.77
NE,,46211,35.42
NE,0.946,59962,61.14
NE,0.958,63738,72.3
NE,,52102,30.66
NE,,56300,45.16
NE,,47787,155.7
NE,,52924,116.61
NE,,42043,181.89
NE,,43229,208.36
NE,0.885,50466,59.74
NE,0.933,53430,83.48
NE,0.901,48370,
NE,,50587,
NE,0.872,47756,
NE,0.925,51103,
NE,,48122,32.61
NE,,50252,39.85
NE,,43425,112.99
NE,0.88,44608,94.07
NE,0.864,46582,112.78
NE,0.889,45631,114.44
NE,0.541,38196,154.65
NE,0.556,39507,122.72
NE,0.875,46818,158.91
NE,0.852,44976,145.72
NE,,42152,34.72
NE,,48523,50.87
NE,,46124,77.95
NE,,47637,101.78
NE,0.853,47367,140.66
NE,0.848,48671,126.5
NE,0.813,51189,483.13
NE,0.834,51959,477.7
NE,,40294,
NE,,47098,
NE,,48438,
NE,,52606,
NE,,43406,20.96
NE,,44871,20.6
NE,,47799,
NE,,42517,
NE,,41446,
NE,0.876,45588,253.24
NE,0.844,45212,247.74
NE,,38142,
NE,,38837,
NE,,37292,
NE,,40758,
NE,,50931,52.38
NE,,58357,49.41
NE,,40744,
NE,,42743,
NE,0.855,46641,327.59
NE,0.868,49750,280.92
NE,0.901,58433,86.82
NE,0.941,54663,98.32
NE,,43882,60.9
NE,,45806,
NE,,42059,127.06
NE,,40217,114.69
NE,0.93,43861,
NE,,44518,28.65
NE,,50518,
NE,,49496,
NE,,42186,27.56
NE,0.904,46252,
NE,,42970,19.08
NE,,46456,31.79
NE,,55422,76.97
NE,0.915,57823,86.43
NE,0.878,41303,81.49
NE,0.892,42851,79.46
NE,,42545,
NE,,45023,
NE,,45180,11.58
NE,,41066,7.66
NE,0.814,50478,404.67
NE,0.842,52275,387.66
NE,0.836,48141,178.51
NE,0.828,52395,190.31
NE,0.792,45822,125.91
NE,0.813,45738,110.23
NE,,47236,141.81
NE,,50317,191.2
NE,,43513,66.3
NE,,47296,59.24
NE,,44501,36.32
NE,,45091,53.24
NE,0.933,45033,69.41
NE,0.918,48892,59.38
NE,,41892,66.37
NE,,44139,66.37
NE,0.888,50907,31.49
NE,0.906,52565,34.6
NE,,39684,36.9
NE,,38735,36.04
NE,,52339,0.0
NE,,53893,22.36
NE,0.918,50879,79.88
NE,0.897,53607,90.23
NE,,50194,48.18
NE,0.955,50807,30.22
NE,0.862,55607,102.09
NE,0.88,52368,97.35
NE,,54850,18.82
NE,,56618,12.33
NE,0.838,44591,73.04
NE,0.88,44826,96.04
NE,0.904,39760,78.54
NE,0.803,41679,62.95
NE,0.882,48762,151.22
NE,0.844,49047,137.3
NE,0.923,68118,72.25
NE,0.941,67740,66.9
NE,0.925,59831,67.91
NE,0.914,61174,60.55
NE,0.801,43554,166.87
NE,0.883,43406,127.39
NE,0.956,60642,38.48
NE,0.965,59053,42.85
NE,,44613,227.66
NE,,38411,292.38
NE,,42043,32.25
NE,,41224,21.17
NE,,54152,48.32
NE,,54263,54.02
NE,,45023,51.53
NE,,43938,50.96
NE,,40266,
NE,,38558,
NE,,41737,
NE,,44105,
NE,0.917,63817,22.28
NE,0.935,66160,19.59
NE,0.926,47240,74.33
NE,0.926,49981,104.22
NE,,40250,107.93
NE,,42305,87.27
NE,0.891,50110,36.02
NE,0.892,56687,43.61
NH,0.866,55033,199.75
NH,0.878,57568,212.81
NH,0.927,50495,146.67
NH,0.894,50598,171.26
NH,0.86,54819,175.59
NH,0.877,52246,186.02
NH,0.882,40162,142.67
NH,0.896,40917,142.58
NH,0.901,52532,166.72
NH,0.888,55131,168.79
NH,0.839,68150,242.89
NH,0.842,67162,251.89
NH,0.843,59186,147.66
NH,0.839,64068,155.16
NH,0.899,76285,118.2
NH,0.904,74785,122.86
NH,0.81,53575,193.32
NH,0.81,59290,210.02
NH,0.821,57444,159.87
NH,0.866,52114,161.46
NJ,0.836,50881,525.77
NJ,0.841,51668,498.85
NJ,0.922,82001,101.97
NJ,0.929,81615,97.59
NJ,0.914,74285,144.51
NJ,0.904,76868,147.09
NJ,0.853,58572,621.62
NJ,0.833,57641,617.95
NJ,0.886,55175,283.11
NJ,0.882,56520,276.78
NJ,0.788,46491,532.1
NJ,0.748,45850,533.69
NJ,0.76,51019,675.44
NJ,0.811,53358,673.65
NJ,0.892,72248,179.75
NJ,0.898,71137,159.67
NJ,0.807,56087,473.01
NJ,0.78,55699,459.79
NJ,0.943,103301,52.74
NJ,0.95,107203,48.21
NJ,0.782,67662,449.26
NJ,0.824,70575,445.19
NJ,0.886,77044,185.61
NJ,0.887,76515,177.58
NJ,0.934,81190,197.97
NJ,0.925,83424,187.14
NJ,0.939,95236,75.58
NJ,0.936,99950,73.33
NJ,0.888,59022,120.14
NJ,0.895,59888,113.86
NJ,0.808,58073,489.01
NJ,0.808,57426,497.28
NJ,0.864,57939,261.18
NJ,0.836,58483,270.88
NJ,0.929,95574,79.97
NJ,0.932,96947,75.22
NJ,0.841,85036,55.93
NJ,0.907,85747,53.98
NJ,0.826,64698,454.06
NJ,0.849,64272,417.64
NJ,0.913,70560,109.63
NJ,0.905,68011,93.38
NM,0.63,46200,766.41
NM,0.641,48053,758.01
NM,,30257,26.7
NM,,32644,26.7
NM,0.746,38008,622.65
NM,0.673,41388,566.61
NM,0.706,34783,636.85
NM,0.709,36307,718.16
NM,0.774,36620,337.21
NM,0.754,37152,209.59
NM,0.737,39472,545.09
NM,0.804,39186,464.69
NM,,30895,
NM,,33045,462.01
NM,0.74,37230,381.54
NM,0.737,36831,358.22
NM,0.787,48001,628.47
NM,0.778,49865,617.85
NM,0.808,35842,372.52
NM,0.847,39220,487.86
NM,,29659,596.49
NM,,29924,519.5
NM,,33230,156.67
NM,,32993,231.1
NM,0.707,48028,470.64
NM,0.772,53556,480.83
NM,0.829,38896,377.78
NM,0.784,40756,361.07
NM,0.88,112115,227.14
NM,0.87,110930,259.42
NM,0.61,27852,632.05
NM,0.67,28040,612.2
NM,0.655,29821,626.75
NM,0.706,27790,635.21
NM,,26455,73.1
NM,,29263,61.46
NM,0.815,38764,377.66
NM,0.82,41960,317.08
NM,0.739,30557,618.15
NM,0.696,30496,418.76
NM,0.562,36900,454.65
NM,0.685,36716,489.08
NM,0.825,34781,439.3
NM,0.872,35322,369.25
NM,0.66,45901,670.3
NM,0.698,44417,643.68
NM,0.775,31285,
NM,0.77,31222,479.29
NM,0.711,57376,285.79
NM,0.759,56190,269.62
NM,0.622,50716,387.9
NM,0.638,51697,371.47
NM,0.725,28029,454.87
NM,0.775,29680,399.2
NM,0.73,32809,638.0
NM,0.702,32090,680.47
NM,0.716,29637,510.29
NM,0.743,33021,510.29
NM,0.717,32952,138.24
NM,0.723,35046,196.67
NM,,33570,
NM,,37902,472.97
NM,0.663,40159,522.29
NM,0.681,41412,497.43
NV,0.481,48227,296.12
NV,0.519,47476,264.39
NV,0.77,49463,199.58
NV,0.76,50158,189.53
NV,0.59,49583,752.46
NV,0.62,51071,714.76
NV,0.83,60869,162.78
NV,0.8,56613,121.93
NV,0.75,68759,308.1
NV,0.72,71354,321.89
NV,,62864,535.62
NV,,66592,450.3
NV,0.64,63772,368.92
NV,0.63,66290,315.06
NV,0.725,67424,614.58
NV,0.825,69658,709.89
NV,,43617,114.94
NV,,44366,111.7
NV,0.73,48035,222.86
NV,0.78,46526,244.03
NV,,40308,576.62
NV,,40496,328.91
NV,0.64,41426,570.38
NV,0.56,42998,673.77
NV,,45192,541.42
NV,,51548,891.34
NV,,53471,248.74
NV,,59785,599.95
NV,0.7,49449,438.98
NV,0.701,53565,392.6
NV,0.775,50417,270.05
NV,0.725,52588,365.43
NY,0.786,57951,400.8
NY,0.809,55778,367.99
NY,0.815,41623,193.78
NY,0.868,41849,151.08
NY,0.603,32510,590.6
NY,0.583,33079,619.96
NY,0.818,44709,246.11
NY,0.8,45142,267.52
NY,0.768,42822,223.57
NY,0.796,40936,206.83
NY,0.736,49412,219.18
NY,0.766,48976,200.35
NY,0.83,41194,214.85
NY,0.804,40468,225.89
NY,0.734,45193,203.77
NY,0.758,45337,225.15
NY,0.831,42747,117.47
NY,0.823,44328,121.59
NY,0.791,49198,119.14
NY,0.83,45900,100.4
NY,0.78,52891,149.19
NY,0.778,57094,146.82
NY,0.777,45781,166.5
NY,0.799,46163,136.68
NY,0.845,41195,147.84
NY,0.87,43380,140.29
NY,0.797,66677,262.71
NY,0.799,69300,234.78
NY,0.767,50370,496.24
NY,0.802,51123,468.14
NY,0.814,45676,129.44
NY,0.841,46337,121.61
NY,0.755,44697,113.73
NY,0.794,42672,104.99
NY,0.762,43918,177.97
NY,0.721,42264,142.09
NY,0.851,50476,174.76
NY,0.836,42641,172.07
NY,0.815,45773,207.13
NY,0.784,50190,206.76
NY,,44957,61.33
NY,,45737,41.34
NY,0.806,45137,266.61
NY,0.779,42460,239.18
NY,0.8,46008,176.22
NY,0.805,46510,175.62
NY,0.645,44850,588.55
NY,0.648,47067,632.75
NY,0.856,46952,99.53
NY,0.826,45926,93.24
NY,0.84,52549,85.02
NY,0.88,51901,75.83
NY,0.843,48220,74.63
NY,0.858,51057,75.02
NY,0.795,50811,363.42
NY,0.785,51722,363.48
NY,0.726,41034,183.66
NY,0.709,43880,129.19
NY,0.91,92543,173.7
NY,0.901,95395,173.38
NY,0.678,66739,591.66
NY,0.666,71443,620.06
NY,0.839,47548,383.79
NY,0.834,46752,377.52
NY,0.806,45973,251.73
NY,0.81,44031,245.34
NY,0.778,52362,355.67
NY,0.791,52055,357.06
NY,0.869,52774,129.8
NY,0.877,57846,131.51
NY,0.834,65761,263.93
NY,0.842,68249,276.78
NY,0.852,45329,180.66
NY,0.858,43876,173.12
NY,0.77,46487,149.89
NY,0.774,46281,155.98
NY,0.798,47318,206.67
NY,0.775,47689,175.89
NY,0.911,92950,73.96
NY,0.903,92014,59.13
NY,0.696,54373,589.07
NY,0.7,56307,632.64
NY,0.822,59237,325.84
NY,0.833,56643,310.09
NY,0.75,70295,588.03
NY,0.75,68621,632.58
NY,0.868,81517,159.72
NY,0.873,80132,159.51
NY,0.866,66677,67.21
NY,0.873,69917,64.93
NY,0.778,54654,450.99
NY,0.783,53978,457.04
NY,0.814,47581,60.46
NY,0.802,49307,51.83
NY,0.767,46983,79.13
NY,0.791,44080,85.1
NY,0.76,47297,158.3
NY,0.787,45265,176.28
NY,0.787,41640,150.19
NY,0.763,43556,123.0
NY,0.835,46110,149.09
NY,0.848,46540,154.15
NY,0.885,85717,161.59
NY,0.879,84940,148.11
NY,0.742,46102,260.1
NY,0.761,46928,257.78
NY,0.845,56891,64.93
NY,0.784,51026,66.97
NY,0.821,49159,157.99
NY,0.81,49457,117.17
NY,0.792,56832,216.85
NY,0.813,56933,186.08
NY,0.814,52692,140.94
NY,0.824,52552,164.23
NY,0.796,49964,129.67
NY,0.782,48522,138.26
NY,0.828,48991,159.36
NY,0.833,50603,155.02
NY,0.855,77166,257.92
NY,0.86,83094,256.62
NY,0.827,48470,92.89
NY,0.846,51676,94.74
NY,0.841,43789,55.67
NY,0.841,45509,66.75
OH,0.921,34955,42.51
OH,0.879,37259,47.98
OH,0.83,42173,480.63
OH,0.853,43274,469.36
OH,0.908,44748,59.13
OH,0.928,48196,62.53
OH,0.865,37811,
OH,0.851,40899,139.87
OH,0.912,33950,101.67
OH,0.933,35783,90.76
OH,0.937,51769,38.66
OH,0.936,54010,39.37
OH,0.898,42176,70.52
OH,0.883,39264,62.79
OH,0.879,44209,36.05
OH,0.902,43050,28.83
OH,0.86,55599,339.05
OH,0.881,55992,353.09
OH,0.904,42540,76.88
OH,0.933,44622,119.11
OH,0.848,48826,103.78
OH,0.854,48516,76.33
OH,0.805,40783,341.89
OH,0.842,44029,321.61
OH,0.9,54179,103.3
OH,0.929,61398,89.62
OH,0.887,42640,77.51
OH,0.912,46541,64.27
OH,0.786,42782,31.19
OH,0.793,41996,35.99
OH,0.923,42035,53.72
OH,0.887,39496,52.36
OH,0.883,40493,132.69
OH,0.894,38421,119.15
OH,0.712,41954,578.53
OH,0.736,43653,559.78
OH,0.912,44554,154.98
OH,0.94,43465,139.91
OH,0.932,46382,71.94
OH,0.953,48971,70.95
OH,0.95,87470,97.86
OH,0.962,89016,88.72
OH,0.893,46307,266.23
OH,0.889,46495,245.09
OH,0.896,58884,161.78
OH,0.918,56697,160.4
OH,0.905,42100,147.06
OH,0.952,40031,152.96
OH,0.656,50053,509.95
OH,0.671,51456,485.35
OH,0.904,50658,81.2
OH,0.913,51454,83.33
OH,0.872,38397,101.59
OH,0.9,39447,93.01
OH,0.934,69214,36.53
OH,0.929,69078,38.44
OH,0.889,54038,114.62
OH,0.903,60093,113.97
OH,0.838,38353,149.26
OH,0.907,39760,141.84
OH,0.756,46952,534.73
OH,0.778,47123,500.87
OH,0.864,49866,126.54
OH,0.901,48729,127.74
OH,0.93,42023,47.83
OH,0.941,42474,47.84
OH,0.875,39801,87.03
OH,0.875,40343,79.45
OH,0.892,51036,88.63
OH,0.938,51105,82.19
OH,0.887,38847,156.96
OH,0.876,40419,166.68
OH,0.96,38927,36.39
OH,0.94,42376,47.63
OH,0.975,43624,44.56
OH,0.938,49118,36.43
OH,0.864,46303,41.17
OH,0.907,44825,42.56
OH,0.838,37020,
OH,0.873,37823,
OH,0.899,40114,204.22
OH,0.902,38074,174.03
OH,0.878,44133,
OH,0.889,47053,68.55
OH,0.891,55149,182.55
OH,0.89,55477,203.02
OH,0.875,38790,133.57
OH,0.91,41137,166.55
OH,0.87,52678,203.66
OH,0.88,54909,274.49
OH,0.947,45397,133.96
OH,0.938,50077,121.56
OH,0.814,49758,266.27
OH,0.852,52762,225.65
OH,0.602,40759,774.71
OH,0.62,40751,781.41
OH,0.771,53445,75.41
OH,0.797,54039,78.15
OH,0.792,39982,369.06
OH,0.814,41076,346.31
OH,0.479,43315,147.26
OH,0.496,42862,179.67
OH,0.923,65670,66.73
OH,0.935,66720,95.14
OH,0.856,34978,80.5
OH,0.879,40023,80.25
OH,0.963,52060,88.92
OH,0.96,55110,74.29
OH,0.936,52622,60.46
OH,0.917,51892,60.8
OH,0.87,42902,71.33
OH,0.925,41000,53.01
OH,0.794,42859,443.07
OH,0.811,43103,420.53
OH,0.875,35748,58.25
OH,0.875,36057,53.12
OH,0.86,50904,37.3
OH,0.876,49980,47.83
OH,0.885,39814,184.11
OH,0.899,40399,182.64
OH,0.953,40405,
OH,0.946,42425,
OH,0.916,51216,49.02
OH,0.951,51787,46.64
OH,0.96,44453,61.29
OH,0.926,46921,52.21
OH,0.903,40590,25.42
OH,0.886,41586,25.42
OH,0.888,54540,154.21
OH,0.916,52666,138.01
OH,0.831,36819,28.18
OH,0.831,41092,41.86
OH,0.916,52249,95.74
OH,0.907,52576,84.53
OH,0.883,46298,82.63
OH,0.908,47251,88.69
OH,0.964,57079,36.1
OH,0.947,60562,37.98
OH,0.796,41772,187.99
OH,0.803,40210,188.39
OH,0.875,43285,321.76
OH,0.854,42730,248.26
OH,0.879,46274,249.24
OH,0.89,46800,235.54
OH,0.906,36379,207.98
OH,0.949,36682,165.32
OH,0.902,43899,64.86
OH,0.947,47121,72.78
OH,0.932,53390,140.79
OH,0.92,51529,149.58
OH,0.865,45626,299.48
OH,0.883,45199,297.19
OH,0.808,48836,417.92
OH,0.827,49353,405.54
OH,0.838,41253,255.09
OH,0.832,41951,244.06
OH,0.859,43546,67.82
OH,0.858,44121,59.13
OH,0.907,63378,48.91
OH,0.918,68650,39.89
OH,0.917,45024,127.54
OH,0.939,47169,110.33
OH,0.825,36432,124.21
OH,0.875,37842,131.69
OH,0.947,73598,74.12
OH,0.968,75041,80.04
OH,0.893,41747,97.49
OH,0.889,41236,75.66
OH,0.904,47859,99.87
OH,0.943,49580,90.56
OH,0.931,42418,75.69
OH,0.937,45510,59.32
OH,0.928,50534,78.5
OH,0.949,52578,87.89
OH,0.962,46327,35.36
OH,0.954,46568,35.36
OK,0.709,31544,337.09
OK,0.709,31997,339.38
OK,0.947,43892,47.74
OK,0.947,50190,88.02
OK,0.91,36614,143.01
OK,0.91,34973,123.81
OK,0.835,52134,106.39
OK,0.835,55279,135.69
OK,0.657,50342,198.74
OK,0.657,49578,180.87
OK,0.876,40797,160.13
OK,0.876,41276,200.86
OK,0.801,37157,432.36
OK,0.801,36601,484.3
OK,0.771,34246,297.97
OK,0.771,37298,374.29
OK,0.846,62984,489.36
OK,0.846,63889,483.62
OK,0.803,45787,967.63
OK,0.803,43030,990.87
OK,0.74,35482,184.6
OK,0.74,36643,162.67
OK,0.837,30115,189.62
OK,0.837,30972,200.36
OK,1.0,39376,80.13
OK,1.0,39617,80.24
OK,0.815,54036,350.08
OK,0.815,54865,347.04
OK,0.935,33185,124.73
OK,0.935,35538,111.88
OK,0.797,44726,801.29
OK,0.797,42733,721.86
OK,0.856,38044,128.49
OK,0.856,40608,91.06
OK,0.865,37586,182.55
OK,0.865,36932,138.81
OK,0.691,44130,189.88
OK,0.691,44608,199.45
OK,0.859,44842,388.53
OK,0.859,47399,335.53
OK,0.86,36765,233.86
OK,0.86,36225,193.8
OK,1.0,45763,64.05
OK,1.0,49308,75.51
OK,0.949,49545,170.26
OK,0.949,49804,177.11
OK,0.832,45370,400.82
OK,0.832,47961,347.28
OK,0.804,37980,254.65
OK,0.804,38414,276.88
OK,0.716,47619,337.24
OK,0.716,48671,367.2
OK,0.908,45138,59.22
OK,0.908,51119,21.87
OK,0.823,33761,142.4
OK,0.823,34806,117.6
OK,0.973,28570,184.1
OK,0.973,31707,238.31
OK,0.802,47375,56.12
OK,0.802,45395,17.97
OK,0.812,32746,321.58
OK,0.812,35045,305.98
OK,0.823,30949,165.04
OK,0.823,34656,149.7
OK,0.749,40024,195.53
OK,0.749,41147,220.59
OK,0.781,31684,180.79
OK,0.781,31916,97.17
OK,0.768,36135,281.26
OK,0.768,35171,210.6
OK,0.672,39591,413.56
OK,0.672,41098,360.55
OK,0.957,53332,42.54
OK,0.957,54982,43.92
OK,0.823,36329,222.12
OK,0.823,34611,182.67
OK,0.725,35649,172.51
OK,0.725,36177,139.67
OK,0.838,32778,234.2
OK,0.838,35122,218.07
OK,0.778,44149,147.14
OK,0.778,42378,158.79
OK,0.79,51642,157.76
OK,0.79,57490,131.6
OK,0.789,43083,138.32
OK,0.789,46154,137.37
OK,0.78,49718,85.41
OK,0.78,52226,100.7
OK,0.686,36096,282.55
OK,0.686,38055,247.93
OK,0.812,38724,300.94
OK,0.812,41142,279.29
OK,1.0,54495,160.01
OK,1.0,57784,162.16
OK,0.809,30712,380.87
OK,0.809,31319,381.79
OK,0.731,33031,217.95
OK,0.731,38094,199.33
OK,0.785,42510,167.49
OK,0.785,49816,171.68
OK,0.798,37103,611.2
OK,0.798,38574,673.73
OK,0.859,43922,104.47
OK,0.859,47028,103.17
OK,0.877,38497,440.69
OK,0.877,40563,367.01
OK,0.766,31556,246.62
OK,0.766,34982,216.58
OK,0.721,43623,689.99
OK,0.721,45988,695.38
OK,0.792,38216,330.9
OK,0.792,36588,263.35
OK,0.267,44528,488.95
OK,0.267,49999,396.04
OK,0.731,34581,231.42
OK,0.731,35921,248.72
OK,0.858,44198,205.26
OK,0.858,42967,189.38
OK,0.869,37874,202.55
OK,0.869,39609,211.54
OK,0.85,40080,214.26
OK,0.85,41105,208.59
OK,0.791,37492,548.66
OK,0.791,40479,495.52
OK,0.781,42255,462.59
OK,0.781,44405,473.52
OK,0.803,30604,248.18
OK,0.803,32352,235.52
OK,0.639,49443,92.97
OK,0.639,53962,117.56
OK,0.796,56547,162.75
OK,0.796,55865,171.87
OK,0.788,33940,274.14
OK,0.788,34731,211.25
OK,0.817,34195,243.0
OK,0.817,33912,259.71
OK,0.875,43405,256.72
OK,0.875,45607,260.19
OK,0.725,45199,167.96
OK,0.725,46914,158.87
OK,0.743,32382,372.7
OK,0.743,35054,339.11
OK,0.785,47371,780.21
OK,0.785,48082,753.66
OK,0.758,54839,266.86
OK,0.758,53098,257.33
OK,0.824,48851,288.74
OK,0.824,46836,292.95
OK,0.875,43590,221.68
OK,0.875,46742,162.73
OK,0.83,49416,125.68
OK,0.83,48583,82.46
OK,0.777,49070,178.51
OK,0.777,54158,191.63
OR,0.61,37025,33.12
OR,0.529,42200,20.6
OR,0.717,51890,129.83
OR,0.705,50714,116.01
OR,0.722,64231,117.74
OR,0.734,66514,105.72
OR,0.662,43202,136.59
OR,0.645,43048,102.5
OR,0.65,53250,92.01
OR,0.741,55222,144.71
OR,0.619,36057,218.42
OR,0.608,37583,243.64
OR,0.67,41232,234.72
OR,0.62,43343,251.72
OR,0.657,34854,133.67
OR,0.581,37175,127.7
OR,0.64,48591,298.47
OR,0.659,49427,295.01
OR,0.679,39399,113.8
OR,0.646,40243,116.4
OR,0.696,37177,18.37
OR,,40569,13.37
OR,0.667,35848,74.19
OR,0.799,37041,67.12
OR,0.84,53023,70.14
OR,0.75,50891,110.61
OR,0.666,44392,272.41
OR,0.672,43393,297.63
OR,0.623,41426,106.1
OR,0.626,41107,82.32
OR,0.686,35109,166.65
OR,0.68,37619,210.5
OR,0.611,38193,248.04
OR,0.671,37542,233.64
OR,,38668,329.32
OR,,37856,329.32
OR,0.668,41123,291.28
OR,0.66,43778,262.35
OR,0.67,39738,335.51
OR,0.63,39801,365.23
OR,0.629,43837,123.3
OR,0.612,44941,118.23
OR,0.704,33994,193.09
OR,0.657,34565,219.81
OR,0.682,45631,241.64
OR,0.682,46919,232.42
OR,0.723,50246,217.28
OR,0.791,51289,177.97
OR,0.628,51580,496.74
OR,0.652,53624,487.38
OR,0.59,49636,246.61
OR,0.605,51224,238.01
OR,,52679,37.89
OR,0.786,43558,88.48
OR,0.783,41584,70.73
OR,0.696,46725,268.97
OR,0.693,47053,230.06
OR,0.751,41504,142.63
OR,0.784,41331,157.45
OR,,40554,24.05
OR,,42751,23.66
OR,0.659,41324,77.94
OR,0.595,42461,88.03
OR,0.781,63566,162.06
OR,0.774,63632,159.56
OR,0.726,49656,133.79
OR,0.766,57427,124.6
PA,0.896,57919,150.51
PA,0.91,57725,147.01
PA,0.863,50831,442.47
PA,0.891,51400,421.46
PA,0.913,41796,129.96
PA,0.847,42927,111.9
PA,0.787,46933,299.62
PA,0.817,49215,308.51
PA,0.925,42055,102.34
PA,0.914,48003,149.83
PA,0.847,52058,320.4
PA,0.835,55634,323.44
PA,0.876,41154,262.61
PA,0.883,41756,252.17
PA,0.864,47475,148.6
PA,0.866,49117,149.56
PA,0.925,75378,120.17
PA,0.93,73662,111.89
PA,0.944,57346,148.02
PA,0.928,58430,123.59
PA,0.925,39724,221.87
PA,0.907,40930,232.47
PA,0.875,39346,136.41
PA,0.875,37891,131.54
PA,0.884,48313,310.5
PA,0.907,44338,275.23
PA,0.936,50088,113.06
PA,0.922,52559,103.79
PA,0.861,82456,167.33
PA,0.847,83775,164.97
